md5,sha256,subdiff
bafe9b1adf26cd0c2973061ba48557cf,,E★5.00...5.50 / F★25.50...26.00 / H★12.50...13.00 / N★10.00...10.50
19fbf62d711282d81208f97f7135e2a2,,E★5.00...5.50 / F★24.00...24.50 / H★10.50...11.00 / N★9.50...10.00
8696632a6260cac1ee2d2ef94e23c762,,E★5.00...5.50 / F★22.50...23.00 / H★8.50...9.00 / N★7.50...8.00
50b6f903b6cbeb0487414003f486c7a4,,E★5.00...5.50 / F★25.00...25.50 / H★11.50...12.00 / N★9.50...10.00
f9fe3ae19a3f9d0db64b1984fe767182,,E★5.00...5.50 / F★24.50...25.00 / H★11.50...12.00 / N★11.00...11.50
4f6ef5ebb09e27396384d62f95a0bf05,,E★5.00...5.50 / F★24.00...24.50 / H★9.50...10.00 / N★8.50...9.00
7e6e23e4a5e0642ce9f1fcb6078a3347,,E★5.00...5.50 / F★23.00...23.50 / H★8.50...9.00 / N★8.00...8.50
c27de5c753fcd90b1d471f589e027399,,E★5.00...5.50 / F★24.00...24.50 / H★8.50...9.00 / N★7.50...8.00
35888c4aeed8af4fd85f7a32d168ee58,,E★5.50...6.00 / F★24.00...24.50 / H★9.00...9.50 / N★8.50...9.00
d70e2549e841819708d279d2478bb1e2,,E★5.50...6.00 / F★24.00...24.50 / H★9.00...9.50 / N★8.50...9.00
8632a98a865d46a850e4cfbea7225109,,E★5.50...6.00 / F★24.50...25.00 / H★11.50...12.00 / N★11.00...11.50
b434f05743be892a5ae11b37607f5d4f,,E★5.50...6.00 / F★22.50...23.00 / H★9.50...10.00 / N★9.00...9.50
246a443bc377f25424df0bc0c7535405,,E★5.50...6.00 / F★23.50...24.00 / H★9.50...10.00 / N★8.50...9.00 / ▼7
1a1ca14aededce99bd136da649fbec7a,,E★5.50...6.00 / F★24.00...24.50 / H★8.50...9.00 / N★8.00...8.50
98083b227b3ba1663a8ab0c75dd62e9a,,E★5.50...6.00 / F★23.50...24.00 / H★8.50...9.00 / N★8.00...8.50
cefb4735c26f9488438021b4d7fdca31,,E★5.50...6.00 / F★24.50...25.00 / H★10.00...10.50 / N★9.50...10.00
042b7b3b607695a66fa8bdd8f0d618fc,,E★5.50...6.00 / F★23.00...23.50 / H★8.00...8.50 / N★7.50...8.00
07398cdfa167bdd0ab4c70ad29756247,,E★5.50...6.00 / F★23.00...23.50 / H★8.50...9.00 / N★7.50...8.00
284fd8fdf21f963359aca222b9872c92,,E★5.50...6.00 / F★24.50...25.00 / H★13.50...14.00 / N★12.00...12.50
17b960734f2acdced87e31474e723fba,,E★5.50...6.00 / F★24.00...24.50 / H★12.50...13.00 / N★12.00...12.50
625db11cae1e9db588828dd43c56ec54,,E★5.50...6.00 / F★22.50...23.00 / H★8.50...9.00 / N★8.00...8.50
9b446e7707059987eea196f606557623,,E★5.50...6.00 / F★24.00...24.50 / H★11.00...11.50 / N★10.00...10.50
cda748c5f9c545bce00eff8673cc12ea,,E★5.50...6.00 / F★22.50...23.00 / H★8.50...9.00 / N★8.00...8.50
ecdc82b1ea1c53ddc38845206a9e703d,,E★5.50...6.00 / F★24.50...25.00 / H★10.00...10.50 / N★9.00...9.50
a718de9a2cd2f88deafbd40f5929abb4,,E★5.50...6.00 / F★24.50...25.00 / H★13.50...14.00 / N★12.00...12.50
e8ea57d2a7b17bde5b02db94541d712a,,E★5.50...6.00 / F★25.50...26.00 / H★11.00...11.50 / N★9.50...10.00
7f4cc6d51435b913729aaf1e44ea8601,,E★5.50...6.00 / F★24.00...24.50 / H★11.50...12.00 / N★11.00...11.50
a6738157b2dc1689bea1f6123660d723,,E★5.50...6.00 / F★24.50...25.00 / H★11.50...12.00 / N★9.50...10.00
fbab5865a5cbb55dc038cb95255bb565,,E★5.50...6.00 / F★24.50...25.00 / H★12.00...12.50 / N★11.50...12.00
32197897cf8ad00f7765b0a52a14b2a8,,E★5.50...6.00 / F★26.50...27.00 / H★16.00...16.50 / N★12.50...13.00
14de370aec9a15a49d033b6f9bca7761,,E★5.50...6.00 / F★24.00...24.50 / H★8.50...9.00 / N★8.00...8.50
cdd882a55d73c4c6876504b66026f982,,E★5.50...6.00 / F★23.50...24.00 / H★10.00...10.50 / N★9.00...9.50
0617af63ed768fcf1b21a15030d48043,,E★5.50...6.00 / F★22.50...23.00 / H★8.50...9.00 / N★8.00...8.50
95358b9fd98898732c02f64fb6a76312,,E★5.50...6.00 / F★24.50...25.00 / H★13.50...14.00 / N★11.00...11.50
7d377912d100c7209098959f77c33808,,E★5.50...6.00 / F★24.00...24.50 / H★10.00...10.50 / N★9.00...9.50
4377e154655b3d277b1c65b77d98cf1c,,E★5.50...6.00 / F★25.00...25.50 / H★13.50...14.00 / N★11.50...12.00
b420590bd67864a71eb4c90b0b803993,,E★6.00...6.50 / F★24.00...24.50 / H★8.50...9.00 / N★8.00...8.50
bc0ee1edce32dfdbf10a5733bbcff27d,,E★6.00...6.50 / F★24.00...24.50 / H★11.00...11.50 / N★9.50...10.00
2365be1596874951d4efd2e85ae04deb,,E★6.00...6.50 / F★24.00...24.50 / H★10.00...10.50 / N★8.50...9.00
29ffca1c9c4e61ae5b289c2cb6d1f412,,E★6.00...6.50 / F★25.50...26.00 / H★11.50...12.00 / N★9.50...10.00
d1cfc8ef3449aceb6475f8929582410e,,E★6.00...6.50 / F★24.50...25.00 / H★12.00...12.50 / N★11.50...12.00
40fd51732eda5299c74b484343e13cf7,,E★6.00...6.50 / F★24.50...25.00 / H★11.50...12.00 / N★11.00...11.50
6aa8bf3963ecd60a2a06535e23b67ba4,,E★6.00...6.50 / F★24.00...24.50 / H★9.00...9.50 / N★8.50...9.00
3791d42c00cdfa135df3779eb0f78505,,E★6.00...6.50 / F★24.50...25.00 / H★11.00...11.50 / N★10.50...11.00
d5ecbbdae844eecbc4bfd88e32a595d4,,E★6.00...6.50 / F★23.00...23.50 / H★10.50...11.00 / N★9.50...10.00 / ▼7
d45a6ddc04f19d36b564aad62c33f7b5,,E★6.00...6.50 / F★24.50...25.00 / H★13.00...13.50 / N★11.00...11.50
70f45b780cecfe58b725437eda743d47,,E★6.00...6.50 / F★25.00...25.50 / H★11.50...12.00 / N★11.00...11.50
d6189186dfd1a1e9029fa5a9e7e16441,,E★6.00...6.50 / F★24.00...24.50 / H★11.00...11.50 / N★10.00...10.50 / sl5
e2f79e94416c06323a59ef6440e273f7,,E★6.00...6.50 / F★23.50...24.00 / H★9.50...10.00 / N★9.00...9.50
e3bcd9be1b86a056c489bf102fbc6996,,E★6.00...6.50 / F★24.50...25.00 / H★11.50...12.00 / N★10.50...11.00
90709c02ee7092b30907df62ed3bed40,,E★6.00...6.50 / F★...17.00 / H★11.50...12.00 / N★10.00...10.50
62dd371c9d7d99976bca1c829b9d0a78,,E★6.00...6.50 / F★24.00...24.50 / H★8.50...9.00 / N★8.50...9.00
a1bf67ed2fe66fe3665bffcf7dea2df6,,E★6.00...6.50 / F★25.00...25.50 / H★11.50...12.00 / N★11.00...11.50
0d3a46449ead1eaccd5f6a71c0a1983b,,E★6.00...6.50 / F★22.50...23.00 / H★9.00...9.50 / N★8.50...9.00
00f1ab5a4e5af6ea457bb2435eb5a01f,,E★6.00...6.50 / F★25.00...25.50 / H★11.00...11.50 / N★9.50...10.00
62e9b22c47db89eb2abb59c80635a506,,E★6.00...6.50 / F★25.00...25.50 / H★12.50...13.00 / N★11.50...12.00
a4524f906032e251eae34e37dd0fa04d,,E★6.00...6.50 / F★24.50...25.00 / H★11.50...12.00 / N★10.50...11.00
1f124e82ed629196b6503d3eaef7de31,,E★6.00...6.50 / F★24.50...25.00 / H★14.50...15.00 / N★13.00...13.50
c500fea229c05f0750183554b540dbee,,E★6.00...6.50 / F★25.50...26.00 / H★11.50...12.00 / N★10.50...11.00
27f5204ebce1673e61fdb75494ad51e5,,E★6.00...6.50 / F★24.00...24.50 / H★10.00...10.50 / N★9.00...9.50
b0eaa048c119f95e66675ea44c4ba1da,,E★6.00...6.50 / F★23.50...24.00 / H★10.50...11.00 / N★9.50...10.00
6f31b8a4c7bfea296a279cc7f7839e58,,E★6.00...6.50 / F★24.00...24.50 / H★11.00...11.50 / N★10.50...11.00
0f3837b9461a613dddf26a31e82f0084,,E★6.00...6.50 / F★24.00...24.50 / H★9.00...9.50 / N★8.50...9.00
e9c44c196575967b34ebd7720e487c9f,,E★6.00...6.50 / F★24.00...24.50 / H★11.00...11.50 / N★10.50...11.00
4c74a1b115fcb4554ce78b170b888d4b,,E★6.00...6.50 / F★24.00...24.50 / H★10.00...10.50 / N★9.00...9.50
9e5c4e5261bc78fcde31410b30260363,,E★6.00...6.50 / F★24.00...24.50 / H★9.50...10.00 / N★9.00...9.50
273f2920b296c72ad322ee3005ea27f7,,E★6.00...6.50 / F★24.50...25.00 / H★11.00...11.50 / N★9.50...10.00
5e64f2697b04fde95a43d1a12346576c,,E★6.00...6.50 / F★24.50...25.00 / H★14.50...15.00 / N★12.50...13.00
022fe7f422e929f8efc37bb244bba00e,,E★6.00...6.50 / F★24.50...25.00 / H★11.50...12.00 / N★10.00...10.50
e31b4a50d7aa493f7746c6a17f2b3069,,E★6.00...6.50 / F★25.50...26.00 / H★9.50...10.00 / N★9.00...9.50
0c61170e3248970455f78eaf39fcccad,,E★6.00...6.50 / F★25.00...25.50 / H★15.00...15.50 / N★12.50...13.00
b8aa56e5362cc0a6b78471f98305e143,,E★6.00...6.50 / F★25.00...25.50 / H★11.50...12.00 / N★10.50...11.00
927e36c8fb022ece2d999774cdbd01c1,,E★6.50...7.00 / F★23.50...24.00 / H★11.50...12.00 / N★11.00...11.50
64f67cb5e24408f00f85e06c25117a32,,E★6.50...7.00 / F★24.50...25.00 / H★13.50...14.00 / N★13.00...13.50
474d8a4bdeaf5ef464fd236b8bbef516,,E★6.50...7.00 / F★24.50...25.00 / H★9.50...10.00 / N★9.00...9.50 / ▼6
c0d7baaaeb1b0ba9b17b94b587d2fb70,,E★6.50...7.00 / F★24.50...25.00 / H★11.50...12.00 / N★11.00...11.50
efae90d527a71d753ea7ad2847ec2006,,E★6.50...7.00 / F★25.00...25.50 / H★12.00...12.50 / N★11.50...12.00 / sl5
4c07bb3a1e2850da12e2d307da1946de,,E★6.50...7.00 / F★24.50...25.00 / H★11.00...11.50 / N★9.50...10.00
3c58f7c2e28bedf002aa1a29c8c86f1b,,E★6.50...7.00 / F★24.50...25.00 / H★12.50...13.00 / N★11.50...12.00
799baceaff9186227b4e8a8121d14eb0,,E★6.50...7.00 / F★23.00...23.50 / H★9.50...10.00 / N★9.00...9.50
53e35cbc5fe25e489482d30c324c83e3,,E★6.50...7.00 / F★24.00...24.50 / H★12.50...13.00 / N★12.00...12.50
3f68cd0cc57e0125a79d5412f0d8b685,,E★6.50...7.00 / F★25.00...25.50 / H★16.00...16.50 / N★11.00...11.50
e039116cb3a00a7b6e489eaf16a77a3f,,E★6.50...7.00 / F★24.00...24.50 / H★12.00...12.50 / N★11.50...12.00
2941c7e5ef09640b30fb9d3ca6293bb0,,E★6.50...7.00 / F★24.50...25.00 / H★13.00...13.50 / N★11.50...12.00
953b0d07bf520c0bb2226d44508c5721,,E★6.50...7.00 / F★24.00...24.50 / H★11.00...11.50 / N★10.50...11.00
d13183e9e216265d60f05dd974c8a79b,,E★6.50...7.00 / F★24.00...24.50 / H★11.50...12.00 / N★11.00...11.50
94307aa7bc3ee92de1798563ad03fc42,,E★6.50...7.00 / F★23.50...24.00 / H★9.00...9.50 / N★8.50...9.00
393260af90f9df91eef6f44947986b30,,E★6.50...7.00 / F★24.50...25.00 / H★11.50...12.00 / N★11.00...11.50
3fe6019fc689ecd066ce0e1f643e76e4,,E★6.50...7.00 / F★24.00...24.50 / H★11.00...11.50 / N★10.50...11.00
b4ef3643a901f65df18faf2ebb58254c,,E★6.50...7.00 / F★24.50...25.00 / H★12.50...13.00 / N★12.00...12.50
eb4c2697459be3508e1aa2c8a9218dca,,E★6.50...7.00 / F★25.50...26.00 / H★15.00...15.50 / N★14.00...14.50
9b071bd60d1d3ed5f441e77e40a25630,,E★6.50...7.00 / F★24.50...25.00 / H★11.00...11.50 / N★10.00...10.50
4793a0e153c21ce5e311fdec5b4ac811,,E★6.50...7.00 / F★24.50...25.00 / H★10.50...11.00 / N★9.50...10.00
7dbe2a38e7bb2b2611cf0fc6b8b7cc2c,,E★6.50...7.00 / F★24.50...25.00 / H★13.50...14.00 / N★12.50...13.00
86ab3e02a8a3fb5c1c88cf5180098889,,E★6.50...7.00 / F★23.50...24.00 / H★11.00...11.50 / N★10.00...10.50
b52bc7cf1874ff2700ca0879bd75e9df,,E★6.50...7.00 / F★25.00...25.50 / H★16.00...16.50 / N★14.00...14.50 / ▼10
47de06762f16d164426e3197c5de967c,,E★6.50...7.00 / F★24.50...25.00 / H★12.50...13.00 / N★11.50...12.00
57eb9b7751dcde63c1a1d3e50e38c491,,E★6.50...7.00 / F★25.50...26.00 / H★16.50...17.00 / N★11.50...12.00
3f888106b7739c64f692d0e0d7eb862e,,E★6.50...7.00 / F★25.00...25.50 / H★11.50...12.00 / N★10.50...11.00
0676d42c5eb08932d96a941b0a0a341e,,E★6.50...7.00 / F★24.00...24.50 / H★10.50...11.00 / N★9.50...10.00
50a15e4aa167047ee505d409ac3ea4f5,,E★7.00...7.50 / F★24.00...24.50 / H★11.00...11.50 / N★10.50...11.00
62f6543036ffb0390c0abeb2af6ecb25,,E★7.00...7.50 / F★25.00...25.50 / H★15.50...16.00 / N★14.00...14.50
e514f86e5cd07295acc776f71b28ebd9,,E★7.00...7.50 / F★25.00...25.50 / H★14.00...14.50 / N★13.00...13.50
a48ef1f79944580c238e5bed04bd7360,,E★7.00...7.50 / F★24.00...24.50 / H★11.50...12.00 / N★11.00...11.50
0a42f6e6ac736e6f500c6342810fd637,,E★7.00...7.50 / F★25.00...25.50 / H★16.00...16.50 / N★13.00...13.50
1fb7a1e8196f4776d376447810b59689,,E★7.00...7.50 / F★24.50...25.00 / H★13.00...13.50 / N★11.50...12.00
9806e791ab961bcc142e8f57873d9b1e,,E★7.00...7.50 / F★24.50...25.00 / H★14.00...14.50 / N★12.50...13.00
ad266f295b7788bbd2ef925575e272a2,,E★7.00...7.50 / F★24.50...25.00 / H★12.00...12.50 / N★11.00...11.50
5ee91f76ddb49e84dd12b71e17683ace,,E★7.00...7.50 / F★24.00...24.50 / H★12.50...13.00 / N★11.50...12.00 / ▼10
0468806684f8f0846affdd79500960c8,,E★7.00...7.50 / F★24.50...25.00 / H★10.50...11.00 / N★10.00...10.50
6f100b3d018d06249af4b44768ff8a44,,E★7.00...7.50 / F★24.50...25.00 / H★11.50...12.00 / N★11.00...11.50
0c65f3ac5bbd647977a64d51ef90d2ac,,E★7.00...7.50 / F★24.00...24.50 / H★11.50...12.00 / N★11.00...11.50
4f74d9086f3192b79494cd54d98b8f7b,,E★7.00...7.50 / F★25.00...25.50 / H★14.50...15.00 / N★12.50...13.00
16ba482fa9b065554ed813a35a3ed623,,E★7.00...7.50 / F★23.50...24.00 / H★11.00...11.50 / N★10.50...11.00
96b73a3e654e56bccfbe31a9ba6c6c2b,,E★7.00...7.50 / F★25.50...26.00 / H★16.00...16.50 / N★13.50...14.00
f0ff4dd81f42aa84e479508304ed25a4,,E★7.00...7.50 / F★25.00...25.50 / H★12.50...13.00 / N★11.50...12.00
1f011a85f85d3d08018f95bef5017d2d,,E★7.00...7.50 / F★24.50...25.00 / H★12.50...13.00 / N★12.00...12.50
b46b23fa8e2ad96e02763f687bb5a494,,E★7.00...7.50 / F★24.50...25.00 / H★12.00...12.50 / N★11.50...12.00 / ▼8
e37d03dc1487200f376a52c491326ada,,E★7.00...7.50 / F★24.00...24.50 / H★11.50...12.00 / N★11.00...11.50
24de0f65402e47ecdcd933a51ba83dc0,,E★7.00...7.50 / F★24.50...25.00 / H★11.50...12.00 / N★11.00...11.50
8efab01d8676841446492c7265f292ee,,E★7.00...7.50 / F★24.50...25.00 / H★12.00...12.50 / N★11.00...11.50
2f5fc9140ade63e7f5f74d427567dac2,,E★7.50...8.00 / F★24.50...25.00 / H★12.50...13.00 / N★11.50...12.00
9ca663f162a70b7c8c3819cd1c18708a,,E★7.50...8.00 / F★24.50...25.00 / H★14.50...15.00 / N★13.50...14.00
139d149523b80b8d3c16d79694b5ed4e,,E★7.50...8.00 / F★24.00...24.50 / H★10.50...11.00 / N★10.00...10.50
e49958dad991aad4925403ff67d1f34f,,E★7.50...8.00 / F★24.00...24.50 / H★11.00...11.50 / N★11.00...11.50
67bc996815b98296a44fe0f802a6115d,,E★7.50...8.00 / F★26.00...26.50 / H★13.00...13.50 / N★11.50...12.00
bd3fb257fbbb8ea5d7639744eaa83f10,,E★7.50...8.00 / F★25.50...26.00 / H★16.00...16.50 / N★14.50...15.00
98b3fbf0f75497bfeba05a0027254809,,E★7.50...8.00 / F★25.00...25.50 / H★12.50...13.00 / N★11.50...12.00
5d6abb820987e25c784c49501bf9246a,,E★7.50...8.00 / F★24.00...24.50 / H★11.50...12.00 / N★11.00...11.50 / ▼9
f832dea52b1b943d74ea91d466d3cb9c,,E★7.50...8.00 / F★25.00...25.50 / H★14.00...14.50 / N★11.50...12.00
bd0e8759e479663d7e8314d2b6e1dab3,,E★7.50...8.00 / F★25.00...25.50 / H★15.00...15.50 / N★14.00...14.50
6bc7b3d28c0ce3645a4498ac36a38285,,E★7.50...8.00 / F★24.50...25.00 / H★12.50...13.00 / N★12.00...12.50
5cd6956a9991f6b45cd31098642e394f,,E★7.50...8.00 / F★25.00...25.50 / H★12.50...13.00 / N★12.00...12.50
902ca210c0059883a4a90cd28360cb71,,E★7.50...8.00 / F★24.50...25.00 / H★15.00...15.50 / N★11.50...12.00
06eba6331a168ae1ba596c58e5d235cf,,E★7.50...8.00 / F★24.00...24.50 / H★12.50...13.00 / N★12.00...12.50 / ▼10
fcb2d964d462bf38a090d2dfa6af5c9f,,E★7.50...8.00 / F★23.50...24.00 / H★10.50...11.00 / N★10.00...10.50
bab0827b5e0c419e9260051447310ce7,,E★7.50...8.00 / F★24.00...24.50 / H★11.50...12.00 / N★11.00...11.50
adec1bcc37806f155cdae08d873c9f77,,E★8.00...8.50 / F★24.00...24.50 / H★12.00...12.50 / N★11.50...12.00
eb025ebb0c8a8ff5f39e1ebce1c2d08b,,E★8.00...8.50 / F★24.50...25.00 / H★13.00...13.50 / N★11.50...12.00
f6fdaacfebba19ef84fe0cbca3ef56a9,,E★8.00...8.50 / F★24.50...25.00 / H★11.50...12.00 / N★11.00...11.50
482c2a1670136e8c2f2820b066b1f55d,,E★8.00...8.50 / F★23.50...24.00 / H★11.50...12.00 / N★11.00...11.50
e5c37ffef1401274cfc59110df6b0b86,,E★8.00...8.50 / F★25.50...26.00 / H★16.00...16.50 / N★13.00...13.50
36117c301ea545fac1e6bfda998ef1dc,,E★8.00...8.50 / F★24.00...24.50 / H★11.00...11.50 / N★11.00...11.50
1d9129225c58c52126e17ca2425f4046,,E★8.00...8.50 / F★23.00...23.50 / H★11.00...11.50 / N★10.50...11.00
7c89f4d47ea58e95be6c9d12135aeaba,,E★8.00...8.50 / F★24.00...24.50 / H★11.50...12.00 / N★11.00...11.50
6ad75b7e4b0f829990f78a1388bd1727,,E★8.00...8.50 / F★24.00...24.50 / H★12.00...12.50 / N★11.50...12.00
f46bb3084cb8601ec5c72a4314ed4813,,E★8.00...8.50 / F★25.50...26.00 / H★13.00...13.50 / N★11.50...12.00
fc97d57fde3693e23d39ff2caaa19392,,E★8.00...8.50 / F★24.00...24.50 / H★11.50...12.00 / N★11.50...12.00
642b5393587c2adeaaafaaaff5fc167c,,E★8.00...8.50 / F★25.00...25.50 / H★13.00...13.50 / N★11.50...12.00
d79f68eeb1dcd10f52e8e8891928ea1f,,E★8.00...8.50 / F★24.00...24.50 / H★11.50...12.00 / N★11.50...12.00
6d166aa5fe3f6c1ae6c172499acc23e8,,E★8.00...8.50 / F★24.50...25.00 / H★13.50...14.00 / N★12.50...13.00
a3013463601c7ef7ee9c90ed911a872a,,E★8.00...8.50 / F★24.00...24.50 / H★11.50...12.00 / N★11.00...11.50
dbefc24c03e843b88cb1a1436b10638a,,E★8.00...8.50 / F★24.00...24.50 / H★13.00...13.50 / N★12.50...13.00
5db7f37819b57ba62a8661fd12851be0,,E★8.00...8.50 / F★25.00...25.50 / H★14.50...15.00 / N★12.50...13.00
3e10bd402d5a0df48d81ec1a055941b4,,E★8.00...8.50 / F★23.00...23.50 / H★11.00...11.50 / N★10.50...11.00
2f2a6e1e63fc87424e938db2d274a29f,,E★8.00...8.50 / F★24.00...24.50 / H★11.00...11.50 / N★11.00...11.50
18adfdab3665478691bcb38f9413daaf,,E★8.00...8.50 / F★24.00...24.50 / H★12.50...13.00 / N★11.50...12.00
871564b6b2600dce1978f90828d79d30,,E★8.00...8.50 / F★24.00...24.50 / H★11.50...12.00 / N★11.50...12.00
b352417fb670cec510e79004c575ef6e,,E★8.00...8.50 / F★22.50...23.00 / H★10.50...11.00 / N★10.00...10.50
d63175f66ac9233c8de25b60ed8a1b7c,,E★8.00...8.50 / F★24.00...24.50 / H★11.00...11.50 / N★11.00...11.50
609b08143caadb1a167783f889c7997e,,E★8.00...8.50 / F★24.00...24.50 / H★13.00...13.50 / N★12.50...13.00
32f22137537102f89ba8e689fa349de8,,E★8.00...8.50 / F★24.50...25.00 / H★11.50...12.00 / N★11.00...11.50 / ▼6
9b265e43a7667f024559287c43eda865,,E★8.00...8.50 / F★26.50...27.00 / H★16.50...17.00 / N★14.00...14.50
0e0619de679eb29af0ec907673e13d18,,E★8.00...8.50 / F★24.50...25.00 / H★13.00...13.50 / N★12.50...13.00
c2ac802983ea02860d72b154b95bb89f,,E★8.00...8.50 / F★25.00...25.50 / H★13.00...13.50 / N★11.50...12.00
e622fd31351179f596f91f3b365dc2d6,,E★8.00...8.50 / F★24.00...24.50 / H★11.50...12.00 / N★11.50...12.00
803c62f33ba287df9364d94e0b0f3a2f,,E★8.00...8.50 / F★24.00...24.50 / H★11.00...11.50 / N★11.00...11.50
d4e2c4132b93b6bc1048c0cbf29cd318,,E★8.00...8.50 / F★25.50...26.00 / H★20.00...20.50 / N★13.00...13.50
4a899af4d05eeb55a497c94329668098,,E★8.00...8.50 / F★24.50...25.00 / H★11.50...12.00 / N★11.50...12.00
ce6d09b7c9f542c2730c4bed54042b9b,,E★8.00...8.50 / F★25.00...25.50 / H★11.00...11.50 / N★10.50...11.00
3e75b72bf37c843681c2f883b3ff8aea,,E★8.00...8.50 / F★25.00...25.50 / H★13.50...14.00 / N★12.00...12.50
8a44bc0604c6804e19b3854636f6a514,,E★8.00...8.50 / F★24.00...24.50 / H★11.00...11.50 / N★11.00...11.50
4c4ec305de0dd40bc5d2f709f1bd1497,,E★8.50...9.00 / F★24.00...24.50 / H★11.50...12.00 / N★11.50...12.00
582c55cacb18f0cc5938125e322799cf,,E★8.50...9.00 / F★24.50...25.00 / H★13.50...14.00 / N★13.00...13.50
188ac44b91c8f97436dd74b2d6825f2e,,E★8.50...9.00 / F★24.50...25.00 / H★14.00...14.50 / N★13.00...13.50
4f094b61576d4e1df6d1043097b64693,,E★8.50...9.00 / F★23.50...24.00 / H★11.50...12.00 / N★11.50...12.00
27adc9d365ff31d58e1497b5d3ffba5d,,E★8.50...9.00 / F★24.50...25.00 / H★12.00...12.50 / N★12.00...12.50
33ae18837ec81491c38b9acccda8b16d,,E★8.50...9.00 / F★24.50...25.00 / H★12.00...12.50 / N★11.50...12.00
832a7a12d7c830e0eea307250450a78f,,E★8.50...9.00 / F★24.50...25.00 / H★15.00...15.50 / N★14.50...15.00
154c2561fd311e0d4822ac5340049c75,,E★8.50...9.00 / F★24.00...24.50 / H★11.00...11.50 / N★11.00...11.50
6dc3b133f3dd786ecc9c2cfcc9f97a5f,,E★8.50...9.00 / F★24.50...25.00 / H★12.00...12.50 / N★12.00...12.50
ee21ce9f5b84794c69e64e6d6d27caed,,E★8.50...9.00 / F★24.50...25.00 / H★14.00...14.50 / N★12.50...13.00
0ab6999effc611d47054060217acdab8,,E★8.50...9.00 / F★25.50...26.00 / H★16.00...16.50 / N★13.50...14.00
8a77e0361ff3521b17371efa3519b053,,E★8.50...9.00 / F★24.50...25.00 / H★13.50...14.00 / N★12.50...13.00
c19a730224ae0636cd42ebe93b4b1e13,,E★8.50...9.00 / F★23.50...24.00 / H★11.00...11.50 / N★11.00...11.50
7654f5b9a8b74de4fff9969a2e3b5331,,E★8.50...9.00 / F★24.50...25.00 / H★14.50...15.00 / N★13.50...14.00
91412a5634bab06d077370f781db6709,,E★8.50...9.00 / F★24.00...24.50 / H★13.50...14.00 / N★13.00...13.50
1d90de062e1fe4c5216c290d1592e062,,E★8.50...9.00 / F★24.50...25.00 / H★12.50...13.00 / N★11.50...12.00
4c1ca130592c2b0d1bd0b55cceb94f5c,,E★8.50...9.00 / F★24.00...24.50 / H★15.50...16.00 / N★15.00...15.50 / sl8
e626a58c3b6caa56181fb9ae6914e211,,E★8.50...9.00 / F★26.50...27.00 / H★14.50...15.00 / N★13.50...14.00
ba08b17833c353184fb8c42412985b5b,,E★8.50...9.00 / F★25.00...25.50 / H★14.50...15.00 / N★13.00...13.50
3d44b0266fa568fc13a6b497141e9fb5,,E★8.50...9.00 / F★24.00...24.50 / H★11.50...12.00 / N★11.00...11.50
55c96ddf8ff57268a85709bd917f0159,,E★8.50...9.00 / F★24.00...24.50 / H★15.00...15.50 / N★13.00...13.50
e4dd8090d701a8048cd9662258a4cf0d,,E★8.50...9.00 / F★25.50...26.00 / H★13.00...13.50 / N★12.50...13.00 / ▼8
b93a0519f93b27ee900b7b8fcc3ab86f,,E★8.50...9.00 / F★24.00...24.50 / H★10.00...10.50 / N★9.50...10.00
88fa1f2205bccce696cf78bbe15f5917,,E★9.00...9.50 / F★24.00...24.50 / H★12.50...13.00 / N★12.00...12.50
10e32182c81f2c4fafbe18946c75b04f,,E★9.00...9.50 / F★24.00...24.50 / H★12.00...12.50 / N★11.50...12.00
695a7b261e23b22cf0b1b8c8f4626635,,E★9.00...9.50 / F★26.00...26.50 / H★13.00...13.50 / N★12.00...12.50
17102eac11c4f695d5c926142aaf1b64,,E★9.00...9.50 / F★24.00...24.50 / H★14.00...14.50 / N★13.00...13.50
cfbf1406aed383c0bfbe09b325c5cb46,,E★9.00...9.50 / F★25.50...26.00 / H★17.00...17.50 / N★16.00...16.50
00b4a7cacb64ccd3b6e377699c914075,,E★9.00...9.50 / F★25.00...25.50 / H★14.50...15.00 / N★14.00...14.50
12bf3eae7d1c2d8fc93854d6b942d828,,E★9.00...9.50 / F★25.00...25.50 / H★14.00...14.50 / N★13.00...13.50
9d02e77635f790c12d333d3af4ce27d2,,E★9.00...9.50 / F★25.00...25.50 / H★14.00...14.50 / N★13.00...13.50
fcb412d342cd7c1c55536d8bb0e68e4e,,E★9.00...9.50 / F★24.00...24.50 / H★11.50...12.00 / N★11.00...11.50
f378874acfd34e09e2c1be0a1b7fdb9b,,E★9.00...9.50 / F★24.50...25.00 / H★11.50...12.00 / N★11.50...12.00
7ca233100b95b9ef2f0c1501699b0cc9,,E★9.00...9.50 / F★24.00...24.50 / H★12.00...12.50 / N★11.50...12.00
b49ba42bd9877bbdede9c0c2fe89bc60,,E★9.00...9.50 / F★24.00...24.50 / H★11.50...12.00 / N★11.50...12.00
7c90596d7b62e4e6f29efc28c11cceef,,E★9.00...9.50 / F★24.00...24.50 / H★11.50...12.00 / N★11.50...12.00
9c4c31af8e12bac036de83e99f9fe322,,E★9.00...9.50 / F★24.00...24.50 / H★11.00...11.50 / N★11.00...11.50
c6fc5f03682ec9692edfdad9d9d0f793,,E★9.00...9.50 / F★24.50...25.00 / H★13.00...13.50 / N★11.50...12.00
